,name,album,artist,release_date,length,popularity,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood
2592,SO WHAT!,BETTER OFF DEAD,jxdn,2020-12-18,141206,3,4,1,0.531,0.598,0.00301,0.662,0.000167,0.0812,-5.797,0.048,174.937,4,1
2593,ANGELS & DEMONS,BETTER OFF DEAD,jxdn,2020-12-18,160119,2,8,1,0.463,0.554,0.119,0.8,0.0,0.629,-3.936,0.0395,115.056,4,1
2594,Always and Tomorrow (feat. Danielle Russell),Legacies Special Episode - Salvatore: The Musical! (Original Television Soundtrack),Cast of Legacies,2021-02-05,124520,42,0,1,0.311,0.385,0.486,0.177,0.0,0.0525,-11.669,0.0394,156.544,4,1
2595,Good Stuff,Good Stuff,Griff,2020-02-07,193266,66,7,1,0.165,0.641,0.913,0.376,0.0,0.107,-7.478,0.117,143.958,4,1
2596,Brillantina,Brillantina,Bruses,2019-11-29,224938,0,11,1,0.19,0.488,0.677,0.485,4.05e-06,0.376,-9.199,0.0996,113.686,4,1
2597,¿Quién me Salva a Mí?,¿Quién me Salva a Mí?,Lytos,2020-10-05,181257,47,0,0,0.699,0.47,0.857,0.658,0.000252,0.111,-7.085,0.213,83.061,4,1
2598,Colegas,Colegas,Babi,2019-09-20,245931,63,0,1,0.371,0.774,0.693,0.458,8.46e-05,0.111,-8.56,0.149,111.131,4,1
2599,Duelo dulce,Duelo dulce,Babi,2019-05-09,129891,59,5,1,0.198,0.783,0.904,0.417,0.0,0.126,-8.427,0.162,119.899,4,1
2600,Lo jodiste,Lo jodiste,Babi,2019-08-16,271306,64,0,1,0.644,0.744,0.411,0.41,0.000207,0.0918,-10.61,0.47,81.974,4,1
2601,NASA,NASA,Babi,2020-06-04,220075,64,1,1,0.413,0.582,0.817,0.4,0.0333,0.124,-10.999,0.481,139.187,4,1
2602,Rota,Rota,Babi,2019-02-06,193432,56,4,0,0.31,0.832,0.804,0.488,0.00146,0.0516,-11.064,0.293,134.033,4,1
2603,Fever Dream,Fever Dream,Tomo,2021-08-20,158779,40,11,1,0.233,0.437,0.982,0.0242,0.0549,0.378,-17.395,0.0455,139.554,4,1
2604,Suffocate,Suffocate,Hayd,2020-02-06,241967,61,4,1,0.163,0.653,0.847,0.0584,0.000361,0.175,-21.98,0.0442,122.057,4,1
2605,The Wisp Sings,The Wisp Sings,Winter Aid,2013-11-11,313252,72,4,1,0.0479,0.521,0.988,0.0889,0.182,0.0965,-19.457,0.0507,115.43,4,1
2606,Where's My Love - Acoustic,Where's My Love,SYML,2017-07-07,239880,73,3,1,0.221,0.554,0.892,0.225,0.0321,0.107,-11.324,0.0281,104.007,4,1
2607,To Build A Home,Ma Fleur,The Cinematic Orchestra,2007-05-07,371320,74,9,1,0.0735,0.264,0.885,0.122,0.349,0.094,-15.399,0.0349,148.658,4,1
2608,Quiet Resource,Quiet resource,Evelyn Stein,2017-02-07,207348,53,5,1,0.0396,0.349,0.995,0.0205,0.93,0.0962,-26.793,0.0425,68.983,1,1
2609,listen before i go,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,242652,77,0,1,0.082,0.319,0.935,0.0561,0.00384,0.388,-23.023,0.045,79.764,3,1
2610,Je te laisserai des mots,Je te laisserai des mots,Patrick Watson,2010-09-10,160853,84,2,1,0.213,0.303,0.989,0.187,0.489,0.101,-16.757,0.0356,132.731,4,1
2611,If You Want Love,Perception,NF,2017-10-06,199386,76,0,1,0.245,0.551,0.659,0.386,0.0,0.125,-10.22,0.132,116.409,1,1
2612,Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,79,1,1,0.356,0.501,0.885,0.167,0.0,0.111,-14.061,0.0484,112.275,3,1
2613,Fourth of July,Carrie & Lowell,Sufjan Stevens,2015-03-31,279316,35,6,0,0.156,0.441,0.973,0.104,0.354,0.119,-22.399,0.0459,120.266,4,1
2614,Color Me Blue,Color Me Blue,Akane,2020-08-24,190635,56,3,0,0.249,0.361,0.995,0.137,0.949,0.0988,-25.83,0.0518,88.766,4,1
2615,Closure,Changes - EP,Hayd,2021-09-17,196277,65,2,1,0.377,0.692,0.967,0.107,0.0,0.302,-16.182,0.0463,123.999,4,1
2616,Changes,Changes - EP,Hayd,2021-09-17,214814,69,6,1,0.287,0.624,0.941,0.115,3.47e-05,0.11,-17.139,0.0446,120.198,4,1
2617,Bubble Gum,Bubble Gum,Clairo,2019-02-22,175960,80,9,1,0.229,0.509,0.979,0.0167,2.72e-05,0.387,-24.639,0.115,207.97,3,1
2618,All I Want,In A Perfect World (Expanded Edition),Kodaline,2013-06-17,305746,82,0,1,0.159,0.188,0.174,0.411,0.153,0.0843,-9.733,0.0484,187.376,3,1
2619,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,2018-10-08,179080,81,1,0,0.0895,0.498,0.72,0.235,0.0,0.144,-16.541,0.188,118.917,4,1
2620,all the kids are depressed,glisten,Jeremy Zucker,2018-05-04,169973,78,9,1,0.707,0.773,0.836,0.437,2.42e-05,0.544,-8.281,0.0963,103.861,4,1
2621,Kill Yourself (Part III),My Liver Will Handle What My Heart Can't,$uicideboy$,2015-09-21,145078,5,5,0,0.19,0.753,0.324,0.679,4.21e-05,0.423,-7.092,0.0349,105.977,4,1
2622,"...And To Those I Love, Thanks For Sticking Around",STOP STARING AT THE SHADOWS,$uicideboy$,2020-02-14,168489,0,2,1,0.11,0.792,0.13,0.512,8.82e-05,0.14,-6.875,0.0408,113.978,4,1
2623,Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,2019-05-03,205686,69,11,1,0.162,0.688,0.443,0.53,0.0,0.0995,-5.507,0.0333,106.958,4,1
2624,Before You Go,Before You Go,Lewis Capaldi,2019-11-19,215106,78,3,1,0.183,0.459,0.604,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,1
2625,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,86,4,1,0.0823,0.667,0.785,0.373,0.0,0.0906,-9.389,0.05,124.148,4,1
2626,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,86,0,0,0.437,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,1
2627,Be Alright,A Place We Knew,Dean Lewis,2019-03-22,196493,75,11,1,0.493,0.551,0.705,0.537,0.0,0.0802,-7.595,0.034,126.421,4,1
2628,Already Gone,"Covers, Vol. 2",Sleeping At Last,2016-11-04,243007,72,3,1,0.298,0.418,0.954,0.248,4.21e-06,0.108,-9.997,0.0451,130.953,4,1
2629,Let Her Go,All the Little Lights,Passenger,2012-06-29,252733,0,7,1,0.244,0.479,0.365,0.545,0.0,0.0963,-7.346,0.0688,74.897,4,1
2630,Touch,Atlas: II,Sleeping At Last,2019-11-01,256299,71,0,1,0.18,0.415,0.955,0.104,3.79e-06,0.104,-11.83,0.0426,82.006,3,1
2631,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,291796,80,0,1,0.12,0.421,0.952,0.131,0.00453,0.109,-18.435,0.0382,137.446,4,1
2632,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,81,1,1,0.604,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4,1
2633,Let You Down,Perception,NF,2017-10-06,212120,81,5,0,0.464,0.662,0.312,0.714,0.0,0.179,-5.68,0.121,147.997,4,1
2634,death bed (coffee for your head),death bed (coffee for your head),Powfu,2020-02-08,173333,85,8,0,0.348,0.726,0.731,0.431,0.0,0.696,-8.765,0.135,144.026,4,1
2635,You Broke My Heart Again,You Broke My Heart Again,Teqkoi,2018-10-13,103400,71,3,1,0.224,0.55,0.956,0.143,0.0,0.195,-15.685,0.241,74.918,4,1
2636,Is It Just Me?,My Town,Emily Burns,2019-11-20,203731,66,1,0,0.243,0.716,0.746,0.316,0.0,0.104,-6.902,0.0505,73.037,4,1
2637,you were good to me,brent,Jeremy Zucker,2019-05-03,219146,80,2,1,0.206,0.561,0.913,0.0848,2.62e-05,0.112,-15.099,0.0404,102.128,4,1
2638,Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,220492,81,4,1,0.361,0.736,0.946,0.308,0.0,0.186,-7.83,0.0677,111.202,4,1
2639,Broken,Songs I Wrote in My Bedroom,Anson Seabra,2020-05-08,305675,66,6,1,0.234,0.481,0.956,0.0759,0.0,0.154,-14.2,0.0601,98.979,4,1
2640,Roses,Roses,Finn Askew,2020-07-31,201700,59,1,1,0.32,0.713,0.592,0.595,0.0,0.123,-5.519,0.0653,114.972,4,1
2641,Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,79,1,1,0.356,0.501,0.885,0.167,0.0,0.111,-14.061,0.0484,112.275,3,1
2642,IDK You Yet,IDK You Yet,Alexander 23,2020-04-09,184638,5,1,1,0.191,0.629,0.884,0.306,0.0776,0.124,-11.735,0.0424,76.994,1,1
2643,Half A Man,A Place We Knew,Dean Lewis,2019-03-22,179120,75,0,1,0.343,0.507,0.855,0.204,0.0,0.143,-11.575,0.0504,77.765,4,1
2644,Forever,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,210863,74,1,1,0.364,0.646,0.873,0.355,0.0,0.115,-7.119,0.0263,84.988,4,1
2645,If You Want Love,Perception,NF,2017-10-06,199386,76,0,1,0.245,0.551,0.659,0.386,0.0,0.125,-10.22,0.132,116.409,1,1
2646,Surrender,Surrender,Natalie Taylor,2019-10-29,183103,76,5,0,0.077,0.39,0.8,0.448,0.182,0.107,-8.57,0.0276,144.89,5,1
2647,"I miss you, I’m sorry",minor,Gracie Abrams,2020-07-14,167538,72,7,1,0.151,0.445,0.731,0.455,1.47e-06,0.124,-6.405,0.0575,109.885,5,1
2648,What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,2020-01-24,193667,67,7,1,0.224,0.605,0.63,0.365,6.83e-06,0.0554,-11.144,0.111,84.628,4,1
2649,It's You,YOU,Ali Gatie,2019-11-08,212606,81,11,0,0.397,0.732,0.374,0.463,0.0,0.194,-6.972,0.0287,95.971,4,1
2650,18,FOUR (Deluxe),One Direction,2014-11-17,248360,77,6,0,0.221,0.681,0.22,0.582,0.0,0.119,-7.76,0.0313,124.038,4,1
2651,Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,187931,79,4,1,0.124,0.522,0.894,0.128,0.026,0.0941,-18.717,0.0357,109.986,4,1
2652,Break My Heart Again,Blood Harmony (Deluxe),FINNEAS,2020-08-07,238012,72,4,0,0.489,0.402,0.907,0.151,0.0,0.0941,-14.228,0.04,144.069,4,1
2653,Falling Apart,Hold the Rhythm,Michael Schulte,2017-04-28,198573,70,7,0,0.261,0.543,0.824,0.333,3.87e-06,0.168,-9.355,0.0272,109.789,4,1
2654,Moonlight,YOU,Ali Gatie,2019-11-08,228853,67,11,1,0.461,0.804,0.495,0.48,0.0,0.105,-6.662,0.0321,120.002,4,1
2655,Selfish,Selfish,Madison Beer,2020-02-14,223270,69,9,1,0.233,0.375,0.627,0.461,0.0,0.386,-6.202,0.0279,75.217,4,1
2656,Leaving My Love Behind,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,210213,65,2,1,0.135,0.409,0.65,0.446,0.0,0.0862,-4.836,0.0317,75.638,4,1
2657,Six Feet Under,Six Feet Under,Billie Eilish,2016-11-17,189613,75,11,0,0.157,0.576,0.807,0.307,0.000355,0.0792,-12.732,0.0428,67.513,4,1
2658,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,82,6,0,0.225,0.311,0.701,0.485,0.0,0.0726,-5.726,0.0365,77.355,4,1
2659,Complicated,Complicated,Olivia O'Brien,2015-08-09,189000,73,7,1,0.0808,0.657,0.694,0.355,0.000427,0.123,-12.044,0.0714,74.99,4,1
2660,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,5,1,0.27,0.357,0.584,0.425,0.0,0.322,-7.301,0.0333,102.078,3,1
2661,It's You - Acoustic,It's You (Acoustic),Ali Gatie,2019-08-02,220126,57,11,0,0.578,0.818,0.902,0.215,0.0,0.116,-10.269,0.0441,95.85,4,1
2662,You Don't Want Me Anymore,You Don't Want Me Anymore,Snøw,2019-05-31,165000,69,0,0,0.0417,0.685,0.367,0.23,0.000971,0.101,-12.525,0.0388,96.085,4,1
2663,Love Is Gone,Love Is Gone,SLANDER,2019-05-10,256042,71,4,0,0.0832,0.452,0.0589,0.465,0.000524,0.095,-10.006,0.0344,149.586,4,1
2664,At My Worst,The Prelude,Pink Sweat$,2020-07-17,170344,78,0,1,0.667,0.813,0.777,0.415,0.0,0.131,-5.926,0.0349,91.921,4,1
2665,Hold On,Illuminate (Deluxe),Shawn Mendes,2017-04-20,199546,56,1,1,0.388,0.56,0.745,0.275,0.0,0.164,-8.599,0.0354,132.511,5,1
2666,Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,2019-06-28,197732,80,11,1,0.389,0.629,0.768,0.328,2.5e-05,0.103,-8.284,0.029,74.953,4,1
2667,Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,2020-10-16,149297,79,11,0,0.0927,0.631,0.864,0.239,0.0,0.116,-7.071,0.0398,79.859,4,1
2668,I Lost Myself,I Lost Myself,Munn,2020-07-10,191484,60,2,1,0.128,0.651,0.727,0.376,0.0,0.111,-6.232,0.0284,127.957,4,1
2669,Blue Jeans,Blue Jeans,GANGGA,2020-06-05,211483,75,7,1,0.292,0.639,0.938,0.297,0.0839,0.18,-11.18,0.0334,113.989,3,1
2670,scared,brent,Jeremy Zucker,2019-05-03,207520,68,5,1,0.347,0.583,0.933,0.075,1.4e-06,0.111,-15.843,0.0726,108.418,4,1
2671,Water Fountain,Narrated For You,Alec Benjamin,2018-11-16,218893,82,8,1,0.551,0.723,0.388,0.504,7.4e-05,0.087,-5.572,0.0392,133.975,4,1
2672,like i need u,THE REAPER,keshi,2018-11-13,182678,72,5,1,0.412,0.748,0.399,0.465,0.0,0.294,-8.163,0.0869,119.872,4,1
2673,One Day,One Day,Tate McRae,2017-12-24,202496,72,0,1,0.355,0.52,0.922,0.119,0.0,0.0883,-12.148,0.0407,69.217,4,1
2674,Deep End,Beautiful Lies,Birdy,2016-03-25,208840,68,2,1,0.31,0.455,0.761,0.296,0.0,0.0783,-8.513,0.0399,171.744,4,1
2675,July,THE END OF EVERYTHING,Noah Cyrus,2020-05-15,156106,82,9,0,0.322,0.708,0.868,0.186,0.0,0.0779,-8.953,0.042,72.541,4,1
2676,Out Of Love,The Pains Of Growing,Alessia Cara,2018-11-30,227693,76,7,1,0.137,0.481,0.8,0.267,0.0,0.249,-9.249,0.0339,117.64,3,1
2677,3:00 AM,Our Love,Finding Hope,2017-10-27,201951,72,0,0,0.0346,0.55,0.563,0.147,0.00102,0.286,-18.675,0.0404,81.991,4,1
2678,If the World Was Ending,If the World Was Ending,Hannah Ellis,2019-12-20,212000,50,1,1,0.637,0.492,0.771,0.399,0.0,0.189,-9.255,0.0653,133.416,3,1
2679,Smaller Than This,Smaller Than This,Sara Kays,2020-04-21,208655,59,1,1,0.205,0.566,0.793,0.369,0.0,0.109,-9.181,0.0249,105.993,4,1
2680,Pain,Pain,Nessa Barrett,2020-07-31,219359,61,0,1,0.103,0.469,0.602,0.11,0.0,0.102,-14.773,0.0423,119.745,4,1
2681,Dandelions,Safe Haven,Ruth B.,2017-05-05,233720,86,1,1,0.454,0.609,0.0157,0.692,0.0,0.0864,-2.958,0.0259,116.959,3,1
2682,Wish I Was Better,Wish I Was Better,Kina,2020-04-10,140571,67,0,0,0.185,0.732,0.747,0.304,6.13e-05,0.143,-13.086,0.111,139.965,4,1
2683,drivers license,drivers license,Olivia Rodrigo,2021-01-08,242013,40,10,1,0.132,0.585,0.721,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4,1
2684,Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,2020-05-08,228482,84,8,1,0.537,0.597,0.223,0.45,0.0,0.382,-6.658,0.0418,178.765,3,1
2685,Heartbreak Anniversary,TAKE TIME,Giveon,2020-03-27,198370,85,0,1,0.543,0.449,0.524,0.465,1.02e-06,0.303,-8.964,0.0791,89.087,3,1
2686,Night Changes,FOUR (Deluxe),One Direction,2014-11-17,226600,82,8,1,0.37,0.672,0.859,0.52,0.0,0.115,-7.747,0.0353,120.001,4,1
2687,Hurts So Good,Astrid S,Astrid S,2016-05-20,208728,71,7,0,0.378,0.675,0.084,0.609,0.0,0.0957,-5.027,0.0586,120.039,4,1
2688,To the Bone,Flying Solo,Pamungkas,2019-06-14,344571,80,7,0,0.939,0.668,0.514,0.727,1.9e-05,0.1,-6.55,0.027,139.991,4,1
2689,That's Why You Go Away,Strange Foreign Beauty,Michael Learns To Rock,1999-08-30,253093,65,7,1,0.322,0.621,0.343,0.533,0.0,0.0881,-7.222,0.0265,126.987,4,1
2690,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,4,1,0.0592,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1
2691,All of Me,Love In The Future (Expanded Edition),John Legend,2013-08-30,269560,86,8,1,0.331,0.422,0.922,0.264,0.0,0.132,-7.064,0.0322,119.93,4,1
2692,Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,258986,84,4,1,0.201,0.614,0.607,0.379,0.000464,0.0986,-10.48,0.0476,107.989,4,1
2693,Cheating on You,Cheating on You,Charlie Puth,2019-10-01,196606,80,4,1,0.601,0.749,0.0131,0.535,3.65e-05,0.0982,-6.785,0.0336,123.042,4,1
2694,dependent,dependent,Keenan Te,2021-04-20,198320,7,5,1,0.433,0.441,0.906,0.334,3.16e-05,0.129,-13.874,0.0969,149.629,4,1
2695,You Broke Me First,You Broke Me First,Conor Maynard,2020-10-16,160942,71,2,1,0.198,0.399,0.848,0.274,0.0,0.109,-7.474,0.0313,113.526,4,1
2696,hate u love u,hate u love u,Olivia O'Brien,2016-12-09,175466,76,6,0,0.246,0.407,0.656,0.416,0.0,0.0981,-8.915,0.174,176.947,4,1
2697,If By Chance,Safe Haven,Ruth B.,2017-05-05,303653,71,10,1,0.256,0.405,0.881,0.279,0.0,0.0933,-8.099,0.0334,119.85,4,1
2698,The One That Got Away,The One That Got Away,Brielle Von Hugel,2016-11-13,247695,68,4,1,0.0467,0.281,0.926,0.139,0.0,0.099,-8.97,0.0421,63.473,4,1
2699,Love Me or Leave Me,Get Weird (Expanded Edition),Little Mix,2015-11-06,206493,73,6,0,0.383,0.437,0.566,0.351,0.0,0.0888,-6.823,0.0313,68.659,4,1
2700,That Should Be Me,My World 2.0,Justin Bieber,2010-01-01,232720,70,8,1,0.231,0.552,0.199,0.603,0.0,0.151,-5.71,0.0334,139.908,4,1
2701,Can I Be Him,Back from the Edge,James Arthur,2016-10-28,246880,77,11,1,0.479,0.696,0.308,0.543,0.0,0.0939,-6.164,0.0489,107.969,4,1
2702,Arcade,Arcade,Duncan Laurence,2019-03-07,183624,83,9,0,0.266,0.45,0.818,0.329,0.00109,0.135,-12.603,0.0441,71.884,3,1
2703,ghost town (voice memo),ghost town (voice memo),Chloe George,2021-03-30,137250,70,8,1,0.358,0.471,0.953,0.229,0.0,0.0909,-6.504,0.0358,68.41,3,1
2704,Here's Your Perfect,Here's Your Perfect,Jamie Miller,2021-04-30,158594,84,6,1,0.424,0.558,0.499,0.454,0.0,0.146,-5.335,0.0551,113.12,4,1
2705,I Think I'm in Love Again - Orchestral Mix,I Think I'm in Love Again,Bahlzack,2017-01-16,261818,35,7,1,0.284,0.454,0.74,0.469,0.0,0.315,-11.148,0.0381,120.669,4,1
2706,It Will Rain,It Will Rain,Bruno Mars,2011-09-28,257720,76,2,1,0.476,0.576,0.337,0.835,0.0,0.082,-6.826,0.0486,150.017,4,1
2707,happier,SOUR,Olivia Rodrigo,2021-05-21,175933,87,6,1,0.338,0.395,0.765,0.443,9.67e-06,0.0839,-9.72,0.133,168.924,3,1
2708,Strong,Midnight Memories (Deluxe),One Direction,2013-11-25,184373,67,0,1,0.338,0.741,0.0608,0.663,0.0,0.0931,-7.308,0.0434,115.013,4,1
2709,Reckless,Reckless,Madison Beer,2021-06-04,203384,83,3,1,0.261,0.386,0.807,0.426,0.0,0.14,-6.642,0.0363,180.104,3,1
2710,It's Only Me - Studio Version,It's Only Me (Studio Version),Kaleb J,2020-11-26,203075,79,4,1,0.316,0.602,0.31,0.298,0.0,0.117,-13.333,0.0385,119.889,4,1
2711,Now I Know,Now I Know,Kaleb J,2021-03-19,258049,73,11,1,0.311,0.589,0.0193,0.442,0.0,0.109,-6.436,0.0266,119.98,4,1
2712,Wish You Were Here,The Peace And The Panic,Neck Deep,2017-08-18,248253,67,10,1,0.535,0.53,0.428,0.496,0.0,0.0898,-6.318,0.0264,159.957,3,1
2713,Baby Blue Eyes,On Your Side,A Rocket To The Moon,2009-10-12,220013,57,11,1,0.408,0.404,0.0501,0.726,0.0,0.214,-2.926,0.028,168.878,4,1
2714,Untitled (How Could This Happen to Me?),Still Not Getting Any,Simple Plan,2004-10-26,239813,57,6,1,0.135,0.208,0.875,0.342,3e-06,0.0908,-8.702,0.0327,186.162,4,1
2715,Serotonin,A Youth Not Wasted,Pee Wee Gaskins,2016-03-04,233840,44,4,1,0.334,0.618,0.447,0.499,0.0,0.171,-6.698,0.0327,101.969,4,1
2716,Harder Than You Know,This War Is Ours (Deluxe Edition),Escape the Fate,2010-04-27,259386,45,3,1,0.0675,0.412,0.269,0.537,0.0,0.123,-7.593,0.0295,107.201,4,1
2717,Stay,Mayday Parade (Deluxe Edition),Mayday Parade,2011-10-03,214586,56,1,1,0.235,0.516,0.00212,0.877,0.0,0.329,-3.52,0.0435,111.968,4,1
2718,Forever,Selftitled,Killing Me Inside,2016-09-19,236120,46,2,1,0.209,0.227,0.135,0.484,8.64e-06,0.116,-5.373,0.0304,79.98,4,1
2719,The Night We Met,Strange Trails,Lord Huron,2015-04-07,208211,77,2,1,0.1,0.545,0.969,0.366,0.267,0.641,-9.51,0.0378,86.997,3,1
2720,Skinny Love,Birdy,Birdy,2011-11-04,201080,74,4,1,0.169,0.379,0.952,0.29,0.00106,0.118,-8.485,0.051,166.467,4,1
2721,All I Want,In A Perfect World,Kodaline,2013-10-08,305746,0,0,1,0.162,0.209,0.172,0.412,0.15,0.0843,-9.733,0.0443,86.26,3,1
2722,Grace - Acoustic,Grace (Acoustic),Lewis Capaldi,2018-11-16,199973,54,3,1,0.357,0.442,0.94,0.153,0.0,0.363,-10.371,0.035,99.57,4,1
2723,Be My Mistake,A Brief Inquiry Into Online Relationships,The 1975,2018-11-30,256688,72,6,1,0.0949,0.572,0.835,0.155,0.000137,0.0906,-14.405,0.0344,109.923,3,1
2724,Malibu Nights,Malibu Nights,LANY,2018-10-05,286928,75,11,1,0.191,0.559,0.701,0.422,1.99e-06,0.0853,-11.89,0.195,74.002,4,1
2725,scared,brent,Jeremy Zucker,2019-05-03,207520,68,5,1,0.347,0.583,0.933,0.075,1.4e-06,0.111,-15.843,0.0726,108.418,4,1
2726,Say Something,Is There Anybody Out There?,A Great Big World,2014-01-20,229400,75,2,1,0.0765,0.407,0.857,0.147,2.89e-06,0.0913,-8.822,0.0355,141.284,3,1
2727,Instead,Ryan Amador,Ryan Amador,2013-06-28,355529,43,1,1,0.234,0.365,0.804,0.26,0.0,0.101,-9.514,0.0531,161.637,3,1
2728,Fix You,X&Y,Coldplay,2005-06-07,295533,82,3,1,0.124,0.209,0.164,0.417,0.00196,0.113,-8.74,0.0338,138.178,4,1
2729,Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,207520,82,0,1,0.236,0.522,0.536,0.385,0.0,0.135,-7.355,0.0288,89.792,4,1
2730,you were good to me,brent,Jeremy Zucker,2019-05-03,219146,80,2,1,0.206,0.561,0.913,0.0848,2.62e-05,0.112,-15.099,0.0404,102.128,4,1
2731,Dancing On My Own,Dancing On My Own,Calum Scott,2016-06-03,260004,0,1,1,0.197,0.686,0.839,0.172,1.81e-05,0.0793,-8.722,0.0329,112.655,4,1
2732,listen before i go,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,242652,77,0,1,0.082,0.319,0.935,0.0561,0.00384,0.388,-23.023,0.045,79.764,3,1
2733,Leave a Light On - Acoustic,Leave a Light On (Acoustic),Tom Walker,2017-10-12,217366,62,5,1,0.202,0.38,0.88,0.406,0.0,0.0951,-6.761,0.0403,136.579,4,1
2734,Two of Us - Acoustic,Two of Us (Acoustic),Louis Tomlinson,2019-05-24,226465,50,0,1,0.376,0.714,0.817,0.358,0.0,0.0838,-8.074,0.057,126.005,4,1
2735,Kiss Me,+,Ed Sheeran,2011-09-09,280853,72,2,1,0.182,0.589,0.64,0.227,0.00469,0.0248,-16.67,0.0498,74.993,4,1
2736,After You,THE LOVE TRAIN,Meghan Trainor,2019-02-08,206354,0,1,0,0.171,0.499,0.759,0.344,0.0,0.154,-6.897,0.025,85.833,4,1
2737,Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,2019-05-03,205686,69,11,1,0.162,0.688,0.443,0.53,0.0,0.0995,-5.507,0.0333,106.958,4,1
2738,Out Of Love,The Pains Of Growing,Alessia Cara,2018-11-30,227693,76,7,1,0.137,0.481,0.8,0.267,0.0,0.249,-9.249,0.0339,117.64,3,1
2739,Yours - Wedding Edition,Yours,Russell Dickerson,2017-10-13,216333,0,11,1,0.536,0.607,0.722,0.425,0.0,0.0883,-7.975,0.0269,134.003,4,1
2740,Amnesia,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,237247,67,2,1,0.108,0.572,0.0283,0.499,0.0,0.213,-5.237,0.0311,101.593,4,1
2741,Lay Me Down,Lay Me Down,Sam Smith,2015-03-09,219662,0,4,1,0.369,0.463,0.915,0.198,0.0,0.106,-11.003,0.0387,123.63,4,1
2742,If I Could Fly,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,230320,72,5,1,0.307,0.565,0.781,0.245,0.0,0.0998,-9.132,0.0262,75.055,4,1
2743,ilusm,me,Garrett Nash,2015-12-25,199005,49,0,1,0.0929,0.476,0.901,0.193,0.0,0.107,-15.306,0.404,172.518,4,1
2744,A Thousand Years,A Thousand Years,Christina Perri,2011-10-18,285120,80,10,1,0.161,0.421,0.309,0.407,0.000961,0.11,-7.445,0.0267,139.028,3,1
2745,Be Alright - Acoustic,Be Alright (Acoustic),Dean Lewis,2018-09-07,197971,55,9,1,0.431,0.681,0.864,0.341,0.0,0.319,-9.016,0.0567,126.242,4,1
2746,Half A Man,A Place We Knew,Dean Lewis,2019-03-22,179120,75,0,1,0.343,0.507,0.855,0.204,0.0,0.143,-11.575,0.0504,77.765,4,1
2747,Can I Be Him - Acoustic Live Version,Can I Be Him (Acoustic Live Version),James Arthur,2017-05-26,305160,60,9,1,0.415,0.483,0.91,0.248,0.0,0.713,-9.368,0.0502,98.136,4,1
2748,One Day,One Day,Tate McRae,2017-12-24,202496,72,0,1,0.355,0.52,0.922,0.119,0.0,0.0883,-12.148,0.0407,69.217,4,1
2749,Even My Dad Does Sometimes,x (Deluxe Edition),Ed Sheeran,2014-06-21,228533,55,2,1,0.295,0.58,0.756,0.318,0.000171,0.117,-8.926,0.0279,129.757,3,1
2750,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,4,1,0.0592,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1
2751,Jealous,Jealous,Labrinth,2014-11-21,287693,7,1,1,0.104,0.439,0.874,0.153,0.0,0.107,-8.95,0.0479,116.76,3,1
