,name,album,artist,release_date,length,popularity,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood,Moods,RF_Results
4296,Livin' la Vida Loca,Ricky Martin,Ricky Martin,1999,243160,74,1,0,0.933,0.425,0.00414,0.954,0.0,0.0555,-3.756,0.0476,178.043,4,0,Happy,True
4297,Gracias,Gracias,Pedro Capó,2021-11-12,199551,45,7,1,0.729,0.673,0.295,0.837,0.0,0.0711,-5.743,0.0828,89.986,4,0,Happy,True
4298,Stuck In My Head (feat. AJ Mitchell),Stuck In My Head (feat. AJ Mitchell),Captain Cuts,2020-11-20,161074,46,3,1,0.645,0.582,0.203,0.643,0.0,0.0735,-5.242,0.325,102.09,4,0,Happy,True
4299,Crime,Crime,VAX,2018-08-17,153930,48,6,0,0.6,0.666,0.369,0.435,0.0,0.106,-8.089,0.0391,114.963,4,0,Happy,True
4300,Times Like These,One By One (Expanded Edition),Foo Fighters,2002-10-22,265560,68,4,0,0.266,0.376,1.4e-05,0.908,1.4e-05,0.241,-3.793,0.0879,144.581,4,0,Happy,True
4301,"Hold Us Together - From the Disney+ Original Motion Picture ""Safety""","Hold Us Together (From the Disney+ Original Motion Picture ""Safety"")",H.E.R.,2020-12-11,313193,45,10,1,0.328,0.393,0.0618,0.555,1.76e-06,0.418,-7.26,0.049,110.663,5,0,Happy,True
4302,Matches,Glory (Deluxe),Britney Spears,2020-12-11,172906,48,0,1,0.817,0.957,0.0451,0.507,0.0,0.0543,-6.206,0.0539,123.998,4,0,Happy,True
4303,City,City,TOPIA,2021-09-24,176619,23,8,1,0.411,0.534,0.0387,0.88,0.0165,0.2,-5.415,0.0685,90.837,4,0,Happy,True
4304,good things take time,good things take time,Christian French,2020-09-18,156506,49,0,1,0.74,0.807,0.0663,0.495,0.0,0.111,-7.859,0.034,93.063,4,0,Happy,True
4305,Weekend,Weekend,Mufasa & Hypeman,2021-08-27,170022,63,11,0,0.88,0.761,0.0594,0.939,0.00158,0.0843,-3.34,0.0729,119.981,4,0,Happy,True
4306,Sunshine Kissing,Sunshine Kissing,Gerry Read,2020-11-06,193996,29,6,0,0.44,0.825,0.000417,0.842,0.835,0.0601,-6.412,0.103,125.988,4,0,Happy,True
4307,Toa la Noche,Toa la Noche,CNCO,2021-07-22,198093,65,1,1,0.754,0.799,0.103,0.807,8.04e-06,0.0514,-3.981,0.0561,94.016,4,0,Happy,True
4308,Iko Iko (My Bestie),Iko Iko (My Bestie),Justin Wellington,2019-06-03,182857,80,5,1,0.827,0.862,0.131,0.753,2.01e-06,0.077,-5.356,0.0625,105.039,4,0,Happy,True
4309,Just Existing,Just Existing,daysormay,2021-08-04,187619,30,7,0,0.459,0.453,0.000377,0.913,0.0,0.0823,-5.399,0.0604,149.972,4,0,Happy,True
4310,A-O-K - with 24kGoldn,A-O-K (with 24kGoldn),Tai Verdes,2021-09-10,181400,60,1,0,0.908,0.716,0.128,0.681,0.0,0.304,-5.304,0.139,82.475,4,0,Happy,True
4311,Titanic,Titanic,Cosmo's Midnight,2021-08-19,185973,54,5,1,0.718,0.729,0.173,0.748,0.000183,0.354,-5.569,0.142,102.003,4,0,Happy,True
4312,Ava,We Fam Econo,Famy,2014-09-08,238240,61,0,1,0.373,0.432,0.0514,0.771,0.0174,0.12,-6.37,0.0383,155.988,4,0,Happy,True
4313,Out of My League,More Than Just a Dream,Fitz and The Tantrums,2013-05-07,209386,69,9,0,0.527,0.545,0.0387,0.968,0.00325,0.331,-3.553,0.0853,169.965,4,0,Happy,True
4314,Where's My Love,SYML,SYML,2019-05-03,202009,78,0,0,0.365,0.608,0.854,0.358,0.0186,0.113,-10.018,0.0253,103.94,4,0,Happy,False
4315,Lila Wolken,Lila Wolken - EP,Marteria,2012-09-11,228053,64,1,1,0.167,0.543,0.185,0.676,0.0,0.301,-6.433,0.053,143.885,4,0,Happy,True
4316,Brother,Howl,Mighty Oaks,2014-01-01,195320,58,2,1,0.366,0.509,0.218,0.809,0.0,0.0757,-6.179,0.0373,181.746,4,0,Happy,False
4317,Ophelia,Cleopatra,The Lumineers,2016-04-08,160097,79,5,1,0.566,0.664,0.613,0.573,0.000363,0.0857,-6.519,0.0277,76.023,4,0,Happy,False
4318,Shut Up and Dance,TALKING IS HARD,WALK THE MOON,2014-12-02,199080,82,1,1,0.619,0.578,0.00701,0.866,0.0,0.257,-3.804,0.0619,128.038,4,0,Happy,True
4319,Riptide,Dream Your Life Away,Vance Joy,2014-09-08,204280,81,1,1,0.51,0.484,0.431,0.731,0.0,0.151,-6.694,0.0379,101.654,4,0,Happy,True
4320,I Love It (feat. Charli XCX),THIS IS... ICONA POP,Icona Pop,2013-08-27,157152,61,8,1,0.824,0.711,0.00952,0.906,1.64e-05,0.153,-2.671,0.0284,125.916,4,0,Happy,True
4321,Rolling in the Deep,21,Adele,2011-01-24,228093,84,8,1,0.507,0.73,0.138,0.769,0.0,0.0473,-5.114,0.0298,104.948,4,0,Happy,False
4322,Born This Way,"For you, Mom",Various Artists,2021-05-07,260413,27,11,1,0.492,0.586,0.00387,0.835,0.0,0.304,-5.117,0.146,123.936,4,0,Happy,True
4323,Heart Attack,2010 Favorite Hits,Various Artists,2021-05-07,210840,29,8,1,0.492,0.502,0.0754,0.785,0.0,0.239,-4.803,0.104,174.024,4,0,Happy,True
4324,Wild & Free,Crystal Sky (New Version),Lena,2015-10-23,195120,64,7,1,0.37,0.619,0.248,0.658,5e-06,0.298,-5.217,0.0287,90.0,4,0,Happy,True
4325,Classic,MKTO,MKTO,2012,175426,84,1,1,0.756,0.72,0.0384,0.791,0.0,0.157,-4.689,0.124,102.071,4,0,Happy,True
4326,Little Lion Man,Sigh No More,Mumford & Sons,2009-01-01,245173,68,5,1,0.455,0.517,0.0275,0.492,3.19e-05,0.0873,-8.05,0.0272,138.585,4,0,Happy,False
4327,Tausend Tattoos,Tausend Tattoos,Sido,2018-10-26,204958,62,11,1,0.373,0.652,0.129,0.818,0.0,0.234,-4.223,0.221,92.246,4,0,Happy,True
4328,Diamonds,Unapologetic (Deluxe),Rihanna,2012-12-11,225146,76,11,0,0.393,0.564,0.00125,0.71,0.0,0.109,-4.92,0.0461,91.972,4,0,Happy,True
4329,Prom Queen,Prom Queen,Molly Kate Kestner,2017-02-03,226143,65,6,0,0.249,0.601,0.0495,0.706,0.0,0.0982,-4.537,0.0458,91.996,4,0,Happy,True
4330,Runaway,All My Demons Greeting Me As A Friend (Deluxe),AURORA,2016-03-11,248826,80,11,1,0.123,0.422,0.629,0.302,7.83e-05,0.104,-9.214,0.0372,114.089,4,0,Happy,False
4331,I Kissed A Girl,One Of The Boys,Katy Perry,2008-06-17,179640,74,5,1,0.696,0.699,0.00223,0.76,0.0,0.132,-3.173,0.0677,129.996,4,0,Happy,True
4332,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,2005-11-28,218093,82,10,0,0.758,0.778,0.284,0.824,0.0,0.405,-5.892,0.0707,100.024,4,0,Happy,True
4333,S&M,Loud,Rihanna,2010-11-16,243533,74,1,1,0.833,0.767,0.0113,0.682,0.00016,0.104,-5.02,0.042,127.975,4,0,Happy,True
4334,Formula,Euphoria (Original Score from the HBO Series),Labrinth,2019-10-04,91869,81,11,1,0.226,0.574,0.0448,0.664,0.0553,0.146,-6.068,0.0409,144.654,4,0,Happy,True
4335,Dandelions,Safe Haven,Ruth B.,2017-05-05,233720,86,1,1,0.454,0.609,0.0157,0.692,0.0,0.0864,-2.958,0.0259,116.959,3,0,Happy,False
4336,Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2016-03-11,230226,79,0,1,0.449,0.319,0.0285,0.739,0.0,0.111,-5.74,0.272,194.169,4,0,Happy,True
4337,The Nights,The Days / Nights,Avicii,2014-01-01,176658,85,6,1,0.654,0.527,0.0166,0.835,0.0,0.249,-5.298,0.0433,125.983,4,0,Happy,True
4338,Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,2012-10-09,258342,83,2,1,0.847,0.641,0.0291,0.922,0.0,0.0862,-4.457,0.0786,146.078,4,0,Happy,True
4339,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],David Guetta,2016-05-13,207272,69,9,0,0.365,0.367,0.0022,0.915,5.81e-05,0.0905,-3.456,0.0488,110.169,4,0,Happy,True
4340,Don't You Worry Child - Radio Edit,Don't You Worry Child,Swedish House Mafia,2012-09-14,212862,79,11,0,0.438,0.612,0.112,0.84,0.0,0.116,-3.145,0.0509,129.042,4,0,Happy,True
4341,Not Afraid,Recovery,Eminem,2010-06-18,248133,79,0,0,0.668,0.855,0.529,0.954,0.0,0.205,-1.19,0.264,114.635,5,0,Happy,True
4342,Paradise,Mylo Xyloto,Coldplay,2011-10-24,278719,80,5,1,0.212,0.449,0.0509,0.585,8.75e-05,0.0833,-6.761,0.0268,139.631,4,0,Happy,True
4343,East of Eden,Kicker,Zella Day,2015-01-01,186213,69,1,0,0.567,0.598,0.0355,0.803,9.66e-05,0.107,-3.203,0.0349,122.889,4,0,Happy,True
4344,Castle on the Hill,÷ (Deluxe),Ed Sheeran,2017-03-03,261153,79,2,1,0.471,0.461,0.0232,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,4,0,Happy,True
4345,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,We Are The People (feat. Bono & The Edge) [Official UEFA EURO 2020 Song],Martin Garrix,2021-05-13,217000,75,0,1,0.304,0.66,0.248,0.733,8.96e-06,0.17,-4.619,0.0359,119.933,4,0,Happy,True
4346,Hou Me Vast (feat. Brahim Fouradi) - Titelsong van de film 'Spijt!',Hou Me Vast (feat. Brahim Fouradi) [Titelsong van de film 'Spijt!'],Fabienne Bergmans,2013-05-31,190026,48,10,1,0.497,0.655,0.115,0.833,0.0,0.363,-2.302,0.043,119.958,4,0,Happy,True
4347,Colorado,Colorado,Milky Chance,2021-06-17,174347,77,9,0,0.798,0.79,0.287,0.744,0.000934,0.0909,-7.033,0.0294,123.984,4,0,Happy,True
4348,Pompeii,Bad Blood,Bastille,2013-01-01,214147,76,9,1,0.571,0.679,0.0755,0.715,0.0,0.271,-6.383,0.0407,127.435,4,0,Happy,True
4349,Beggin',Chosen,Måneskin,2017-12-08,211560,94,11,0,0.589,0.714,0.127,0.8,0.0,0.359,-4.808,0.0504,134.002,4,0,Happy,True
4350,Drive By,California 37,Train,2012-04-17,195973,77,1,0,0.721,0.765,0.00107,0.837,1.06e-05,0.0801,-3.113,0.032,122.028,4,0,Happy,True
4351,All We Are,All We Are,Richello,2020-04-10,120964,55,7,1,0.483,0.627,0.0505,0.874,0.0,0.118,-4.153,0.0432,125.095,4,0,Happy,True
4352,Need to Know,Planet Her,Doja Cat,2021-06-25,210560,93,1,1,0.194,0.664,0.304,0.609,0.0,0.0926,-6.509,0.0707,130.041,4,0,Happy,False
4353,Tongue Tied,Never Trust a Happy Song,Grouplove,2011-09-02,218013,80,3,1,0.371,0.56,0.00847,0.936,0.0,0.161,-5.835,0.0439,112.96,4,0,Happy,True
4354,Are You Bored Yet? (feat. Clairo),Nothing Happens,Wallows,2019-03-22,178000,81,8,0,0.64,0.682,0.156,0.683,2.32e-05,0.273,-6.444,0.0287,120.023,4,0,Happy,False
4355,Can't Stop Dancin',Can't Stop Dancin',Becky G,2014-11-04,198852,60,0,0,0.568,0.645,0.00545,0.669,0.00138,0.0997,-7.946,0.0638,100.052,4,0,Happy,True
4356,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,204160,80,11,1,0.788,0.581,0.0295,0.963,0.0,0.139,-4.087,0.0981,129.992,4,0,Happy,True
4357,I Wanna Be Somebody to Someone,I Wanna Be Somebody to Someone,Nicholas Lentz,2020-09-18,216000,57,2,1,0.456,0.54,0.0297,0.88,0.0,0.0675,-5.601,0.0443,74.976,4,0,Happy,False
4358,Unstoppable,This Is Acting,Sia,2016-02-18,217746,66,9,1,0.26,0.468,0.112,0.779,0.000373,0.101,-4.839,0.0779,173.799,4,0,Happy,True
4359,Whatever,Whatever (Maxi Edition),CRO,2013-06-28,191486,50,7,1,0.544,0.67,0.00199,0.888,0.0,0.232,-4.622,0.0452,95.001,4,0,Happy,True
4360,Ma Chérie - DJ Antoine vs Mad Mark 2k12 Radio Edit,Ma Chérie,DJ Antoine feat. The Beat Shakers,2011-10-28,191090,26,8,1,0.814,0.749,0.0278,0.59,0.000225,0.0396,-5.032,0.26,128.003,4,0,Happy,True
4361,Als Ik Je Weer Zie,Als Ik Je Weer Zie,Thomas Acda,2021-01-15,207733,61,7,1,0.602,0.74,0.372,0.604,0.0,0.0829,-6.784,0.0379,101.925,4,0,Happy,True
4362,Shivers,Shivers,Ed Sheeran,2021-09-13,207853,91,2,1,0.822,0.788,0.281,0.859,0.0,0.0424,-2.724,0.0856,141.02,4,0,Happy,True
4363,Window Of Hope,Evolution,Oleta Adams,1993-01-01,262893,50,0,1,0.838,0.619,0.0282,0.82,0.0,0.302,-8.016,0.0309,111.01,4,0,Happy,True
4364,I Won't Let You Down,I Won't Let You Down,Ph.D.,1981-01-01,242534,51,9,1,0.231,0.553,0.0524,0.406,0.686,0.125,-10.498,0.028,108.713,4,0,Happy,False
4365,Amigo,Amigo,Chef'Special,2017-03-03,180133,58,6,1,0.638,0.559,0.00834,0.922,0.0,0.356,-4.597,0.0504,145.0,4,0,Happy,True
4366,Blijven Slapen,Blijven Slapen,Snelle,2021-02-26,170991,62,5,0,0.735,0.751,0.221,0.549,0.0,0.112,-7.798,0.106,106.01,4,0,Happy,True
4367,So Incredible,Incredible,Ilse DeLange,2008-01-01,177120,53,0,1,0.747,0.537,0.114,0.857,0.0,0.724,-5.791,0.0257,103.989,4,0,Happy,True
4368,Bad Habits,Bad Habits,Ed Sheeran,2021-06-25,231041,94,11,0,0.591,0.808,0.0469,0.897,3.14e-05,0.364,-3.712,0.0348,126.026,4,0,Happy,True
4369,A Brand New Day,The Wiz,Various Artists,1978-01-01,468733,48,5,1,0.273,0.353,0.329,0.869,0.000533,0.231,-6.519,0.205,140.504,4,0,Happy,True
4370,Valerie (feat. Amy Winehouse) - Version Revisited,Version,Mark Ronson,2007-06-22,219413,1,1,1,0.896,0.698,0.00253,0.844,0.000426,0.124,-4.789,0.0544,105.828,4,0,Happy,True
4371,Hoe Het Danst,Hoe Het Danst,Marco Borsato,2019-06-28,252923,64,4,1,0.417,0.686,0.0597,0.86,0.0,0.19,-3.358,0.0517,130.027,4,0,Happy,True
4372,Zoutelande,Aan,BLØF,2017-05-19,223266,0,6,0,0.893,0.67,0.221,0.643,1.58e-05,0.142,-7.198,0.0286,129.013,4,0,Happy,True
4373,In Your Arms,Passing Through (Deluxe),Chef'Special,2014-11-28,215269,45,5,1,0.362,0.669,0.646,0.406,1.27e-05,0.112,-12.186,0.0501,92.964,4,0,Happy,True
4374,Girl,Hotel New York,Anouk,2004-10-25,210733,56,4,1,0.794,0.672,0.00753,0.803,0.0,0.0597,-4.693,0.0285,136.007,4,0,Happy,True
4375,Streets,Rivals,Kensington,2014-08-08,185358,0,6,1,0.419,0.376,0.000874,0.771,8.98e-06,0.274,-5.8,0.0422,168.154,4,0,Happy,False
4376,Hot Shot - Vocal Short Version,Hot Shot,Karen Young,1978-09-15,193265,43,2,0,0.902,0.712,0.103,0.84,0.00221,0.107,-8.944,0.042,119.581,4,0,Happy,True
4377,Happy Ending,Body And Soul,Joe Jackson,1984-01-01,218466,48,9,1,0.726,0.635,0.0973,0.808,0.0,0.141,-5.026,0.0262,131.377,4,0,Happy,True
4378,Let Your Love Flow,Bellamy Brothers,The Bellamy Brothers,1976-07-01,198760,70,3,1,0.946,0.679,0.0611,0.553,7.16e-06,0.139,-14.687,0.0316,109.071,4,0,Happy,True
4379,Duurt Te Lang,Duurt Te Lang (Beste Zangers Seizoen 2019),Davina Michelle,2018-10-06,153527,61,7,1,0.151,0.638,0.127,0.444,0.0,0.0905,-14.221,0.196,173.707,4,0,Happy,True
4380,Relight My Fire - Single Version,70s Gems,Various Artists,2010-03-26,224333,52,0,1,0.871,0.759,0.0687,0.871,0.0,0.342,-7.034,0.0391,120.43,4,0,Happy,True
4381,You And Me,Just For You And Me - The Greatest Hits Collection,Spargo,2019-02-01,254160,52,6,0,0.96,0.797,0.383,0.679,2.31e-05,0.0677,-9.645,0.0758,119.832,4,0,Happy,True
4382,Don't Go Breaking My Heart,Rock Of The Westies (Remastered),Elton John,1975-10-24,275440,0,5,1,0.777,0.729,0.149,0.844,2.87e-06,0.0604,-8.824,0.0344,131.459,4,0,Happy,True
4383,IJskoud,Diamant,Nielson,2018-10-12,210200,56,7,1,0.146,0.668,0.0434,0.73,0.0109,0.368,-6.573,0.0476,98.024,4,0,Happy,True
4384,Don't Stop,Rumours,Fleetwood Mac,1977-02-04,192133,0,9,1,0.88,0.686,0.0398,0.632,2.2e-06,0.0686,-11.433,0.0353,118.965,4,0,Happy,True
4385,War,Rivals,Kensington,2014-08-08,176652,0,8,1,0.721,0.641,0.079,0.806,0.00158,0.0708,-6.281,0.0323,125.987,4,0,Happy,True
4386,(Your Love Keeps Lifting Me) Higher & Higher,The Ultimate Jackie Wilson,Jackie Wilson,2006,181066,67,2,1,0.938,0.631,0.176,0.69,0.0,0.121,-6.676,0.0531,94.574,4,0,Happy,True
4387,Late in the Evening,One-Trick Pony,Paul Simon,1980-08-01,242706,58,5,1,0.961,0.72,0.199,0.88,0.0246,0.0865,-8.988,0.0406,118.623,4,0,Happy,True
4388,Teardrops - Single Version,Music For Groovin',Various Artists,2007-01-01,230573,57,11,1,0.966,0.879,0.037,0.693,0.119,0.18,-10.577,0.046,133.231,4,0,Happy,True
4389,Go Like Elijah,"Yesterday, Today & Forever",Chi Coltrane,2009-09-24,241800,45,3,1,0.485,0.634,0.0394,0.879,8.92e-06,0.171,-5.268,0.0381,134.421,4,0,Happy,True
4390,Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,1985,238733,77,10,1,0.944,0.596,0.0116,0.869,0.173,0.0678,-11.97,0.037,109.902,4,0,Happy,True
4391,Daar Gaat Ze,Clouseau30,Clouseau,2017-09-01,227906,0,5,1,0.666,0.639,0.78,0.492,0.0,0.117,-8.497,0.0288,87.033,4,0,Happy,True
4392,Walking in Memphis,Marc Cohn,Marc Cohn,1991-02-08,252613,71,0,1,0.334,0.567,0.545,0.512,0.0,0.296,-8.831,0.0357,130.271,4,0,Happy,True
4393,You Can't Hurry Love,Favorites,The Supremes,2008-01-01,165080,0,10,1,0.65,0.617,0.762,0.81,0.0,0.134,-6.513,0.0798,97.389,4,0,Happy,True
4394,Just Can't Get Enough - Live in Hammersmith,Love In Itself.2 and Live Tracks,Depeche Mode,1983-01-01,335466,54,0,1,0.911,0.653,0.0082,0.975,0.5,0.678,-9.071,0.0409,126.919,4,0,Happy,True
4395,Fascination,This Is Alphabeat,Alphabeat,2007-12-10,181666,0,6,0,0.828,0.491,0.000285,0.831,7.88e-05,0.0761,-5.321,0.0349,193.968,4,0,Happy,True
4396,Lonely Boy,What's Wrong with This Picture?,Andrew Gold,1976,264893,53,9,1,0.866,0.588,0.0386,0.598,5.83e-05,0.107,-13.288,0.0296,123.724,4,0,Happy,True
4397,Gimme Hope Jo'Anna,Gimmie Eddy - [The Dave Cash Collection],Eddy Grant,2011-05-09,243695,49,10,1,0.98,0.896,0.401,0.704,0.132,0.0884,-12.148,0.0402,128.685,4,0,Happy,True
4398,Love Is In The Air,I Hate the Music,John Paul Young,2009-09-18,210293,66,0,1,0.895,0.557,0.0254,0.791,0.000264,0.0605,-7.201,0.0389,122.34,4,0,Happy,True
4399,Like The Way I Do,Greatest Hits - The Road Less Traveled,Melissa Etheridge,2005,324760,0,2,0,0.672,0.591,0.0215,0.931,0.0,0.122,-4.84,0.0557,101.548,4,0,Happy,True
4400,Never Going Home,Never Going Home,Kungs,2021-05-21,169944,83,0,1,0.942,0.836,0.0907,0.846,0.047,0.057,-4.673,0.0392,122.042,4,0,Happy,True
4401,Rode Wijn,Rode Wijn,Maan,2020-03-24,203516,33,0,0,0.526,0.662,0.384,0.66,0.0,0.166,-5.649,0.0448,96.991,4,0,Happy,True
4402,J'aime la vie - No. 1 Eurovision Song Contest 1986,Best of Sandra Kim (Le meilleur des années 80),Sandra Kim,2011,184087,45,2,1,0.668,0.594,0.284,0.811,0.0,0.0998,-5.911,0.0319,139.112,4,0,Happy,True
4403,Would I Lie To You? - Edit,Pure 90s,Various Artists,2008-06-16,218960,0,11,0,0.693,0.706,0.412,0.636,0.0,0.163,-7.827,0.0337,101.089,4,0,Happy,True
4404,Walk Of Life,Sultans Of Swing - The Very Best Of Dire Straits,Dire Straits,1998-11-10,249333,0,4,1,0.811,0.461,0.416,0.936,0.000135,0.136,-6.824,0.104,172.43,4,0,Happy,True
4405,This Will Be (An Everlasting Love),Inseparable,Natalie Cole,1975-01-01,171960,71,8,1,0.896,0.685,0.228,0.623,0.00234,0.0295,-11.146,0.042,126.739,4,0,Happy,True
4406,Every Kinda People,Double Fun,Robert Palmer,1978-01-01,199200,0,6,1,0.962,0.631,0.248,0.547,0.000119,0.0523,-12.626,0.036,94.533,4,0,Happy,True
4407,Grace Kelly,Life In Cartoon Motion,MIKA,2007-01-01,187733,0,0,1,0.696,0.676,0.0271,0.824,0.0152,0.363,-5.752,0.0449,122.221,4,0,Happy,True
4408,Lovely Day,Lean on Me: The Best of Bill Withers,Bill Withers,1994-08-09,255066,65,9,1,0.692,0.694,0.194,0.565,0.000172,0.0806,-12.583,0.0345,97.938,4,0,Happy,True
4409,Working My Way Back to You,The Very Best of the Spinners,The Spinners,1993,242666,62,9,0,0.922,0.818,0.289,0.768,4.73e-06,0.107,-6.975,0.0482,121.562,4,0,Happy,True
4410,Shotgun,Staying at Tamara's,George Ezra,2018-03-23,201287,78,5,1,0.754,0.673,0.286,0.735,0.0,0.242,-4.733,0.0457,115.744,4,0,Happy,True
4411,Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),The Beatles,1969-09-26,185733,81,9,1,0.394,0.557,0.0339,0.54,0.00248,0.179,-10.484,0.0347,129.171,4,0,Happy,True
4412,Ala Day (Ik Leef Alleen Voor Jou),Re-Play,Re-Play,2021-01-01,225986,42,10,0,0.877,0.723,0.0682,0.575,0.0,0.0579,-6.793,0.0883,89.233,4,0,Happy,True
4413,Give A Little Bit,Even In The Quietest Moments,Supertramp,1977-01-01,248173,74,2,1,0.471,0.531,0.0694,0.818,0.0096,0.263,-5.358,0.0452,90.767,4,0,Happy,True
4414,Suddenly I See,Eye To The Telescope,KT Tunstall,2005-01-01,201706,72,0,1,0.664,0.587,0.225,0.767,0.0,0.112,-5.713,0.0449,100.38,4,0,Happy,True
4415,Sterrenstof,De Lachende Derde,De Jeugd Van Tegenwoordig,2010-01-01,220946,62,5,0,0.904,0.714,0.317,0.79,1.27e-05,0.198,-3.757,0.109,97.012,4,0,Happy,True
4416,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,1984-11-05,216053,81,2,1,0.774,0.508,0.0183,0.834,0.0,0.0732,-6.205,0.0386,139.131,4,0,Happy,True
4417,I Can Make You Feel Good,A Night to Remember,Shalamar,1999-01-01,256773,54,7,0,0.961,0.706,0.192,0.701,5.25e-06,0.0737,-10.251,0.0288,112.805,4,0,Happy,True
4418,Dance Little Sister,Introducing The Hardline According To Terence Trent D'Arby,Sananda Maitreya,1987-07-06,234640,51,2,0,0.93,0.722,0.161,0.696,0.0,0.0755,-11.095,0.0901,115.397,4,0,Happy,True
4419,Ain't Nobody,"Epiphany: The Best of Chaka Khan, Vol. 1",Chaka Khan,1996-11-08,280853,68,1,1,0.816,0.8,0.189,0.878,0.000104,0.14,-7.109,0.0434,104.282,4,0,Happy,True
4420,Love Is All,Playing Through The Changes: Anthology 1964-2020,Ray Fenwick,2021-04-30,194520,50,7,1,0.778,0.6,0.36,0.613,0.0,0.274,-9.435,0.034,111.795,4,0,Happy,True
4421,Brown Eyed Girl,Super Hits,Van Morrison,1999-04-29,182960,0,7,1,0.892,0.478,0.29,0.678,0.0,0.577,-7.032,0.0364,151.466,4,0,Happy,True
4422,"December, 1963 (Oh What a Night!)",The Very Best of Frankie Valli & The 4 Seasons,Frankie Valli & The Four Seasons,2003-01-14,201093,63,1,1,0.964,0.727,0.058,0.588,5.46e-06,0.0414,-9.568,0.0253,104.413,4,0,Happy,True
4423,Oh Happy Day,Oh Happy Day: The Best Of The Edwin Hawkins Singers,The Edwin Hawkins Singers,2001-08-07,308600,49,8,1,0.457,0.321,0.0961,0.462,0.0,0.102,-10.711,0.0346,116.782,4,0,Happy,False
4424,I Don't Feel Like Dancin',Ta Dah,Scissor Sisters,2006-01-01,288360,56,7,1,0.83,0.71,0.018,0.917,0.0,0.335,-3.385,0.0287,108.031,4,0,Happy,True
4425,Happiness,Energy (Expanded Edition),The Pointer Sisters,1978,239933,47,11,0,0.494,0.627,0.16,0.843,0.000192,0.0554,-7.677,0.0952,106.817,4,0,Happy,True
4426,9 to 5,9 To 5 And Odd Jobs,Dolly Parton,1980,162466,76,6,1,0.813,0.554,0.416,0.783,1.54e-06,0.631,-5.852,0.0457,105.39,4,0,Happy,True
4427,Listen to the Music,Toulouse Street,The Doobie Brothers,1972,227266,75,1,0,0.913,0.645,0.221,0.598,3.53e-06,0.0721,-13.18,0.0335,105.929,4,0,Happy,True
4428,Beautiful Day,All That You Can't Leave Behind,U2,2000-01-01,248400,73,11,0,0.389,0.536,0.0154,0.928,0.00134,0.2,-6.492,0.0589,136.258,4,0,Happy,True
4429,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,89,0,1,0.557,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4,0,Happy,True
4430,Give It Up,Summer Sensations,Various Artists,2011-07-10,245706,0,3,1,0.836,0.837,0.0754,0.592,0.000251,0.0671,-14.264,0.0671,125.686,4,0,Happy,True
4431,Broken Strings,"Songs For You, Truths For Me (International Exclusive Bundle)",James Morrison,2008-01-01,250453,72,1,1,0.321,0.57,0.00967,0.717,0.0,0.0833,-4.914,0.029,111.91,4,0,Happy,False
4432,Driver's Seat,Fickle Heart (Plus Two Bonus Cuts),Sniff 'n' The Tears,1978,240746,0,11,0,0.972,0.754,0.0186,0.804,0.0604,0.207,-7.189,0.0368,132.967,4,0,Happy,True
4433,Send Me on My Way,Music From Party of Five,Various Artists,1996-11-12,263333,71,0,1,0.745,0.5,0.114,0.681,4.01e-05,0.139,-9.556,0.0672,119.46,4,0,Happy,True
4434,Take My Breath,Take My Breath,The Weeknd,2021-08-06,220196,87,8,1,0.518,0.748,0.0107,0.74,2.18e-05,0.101,-6.01,0.0484,121.004,4,0,Happy,True
4435,Pack Up,Pack Up,Eliza Doolittle,2010-07-23,191026,45,11,1,0.917,0.712,0.488,0.775,0.0,0.7,-6.089,0.0572,134.902,4,0,Happy,True
4436,We Can Do Better,We Can Do Better,Matt Simons,2018-04-04,179895,0,8,1,0.731,0.629,0.0365,0.686,2.37e-05,0.0709,-4.851,0.0626,91.05,4,0,Happy,True
4437,Respect - 2003 Remaster,"Atlantic 60th: Soul, Sweat And Strut",Various Artists,2007-10-30,142186,64,0,1,0.961,0.744,0.0723,0.611,0.000532,0.0692,-6.386,0.0333,114.991,4,0,Happy,True
4438,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,1972-05-19,281613,81,10,1,0.341,0.601,0.432,0.532,6.25e-06,0.0925,-9.119,0.0286,136.571,4,0,Happy,True
